1;1;0;0;land;true;plains
2;2;0;0;land;true;plains
3;3;0;0;land;false;plains
4;4;0;0;land;false;plains
5;5;0;0;land;false;plains
6;6;0;0;land;false;hills
7;7;0;0;land;true;forest
8;8;0;0;land;false;forest
9;9;0;0;land;true;plains
10;10;0;0;land;false;forest
11;11;0;0;land;false;forest
12;12;0;0;land;true;forest
13;13;0;0;land;false;hills
14;14;0;0;land;true;plains
15;15;0;0;land;false;hills
16;16;0;0;land;false;hills
17;17;0;0;land;true;hills
18;18;0;0;land;true;hills
19;19;0;0;land;true;hills
20;20;0;0;land;false;hills
21;21;0;0;land;true;forest
22;22;0;0;land;true;hills
23;23;0;0;land;false;mountain
24;24;0;0;land;false;forest
25;25;0;0;land;false;mountain
26;26;0;0;land;false;mountain
27;27;0;0;land;true;mountain
28;28;0;0;land;false;mountain
29;29;0;0;land;false;mountain
30;30;0;0;land;false;mountain
31;31;0;0;land;true;mountain
32;32;0;0;land;true;mountain
33;33;0;0;land;false;mountain
34;34;0;0;land;false;plains
35;35;0;0;land;false;mountain
36;36;0;0;land;false;mountain
37;37;0;0;land;false;hills
38;38;0;0;land;false;mountain
39;39;0;0;land;false;hills
40;40;0;0;land;false;mountain
41;41;0;0;land;false;mountain
42;42;0;0;land;false;mountain
43;43;0;0;land;false;mountain
44;44;0;0;land;false;mountain
45;45;0;0;land;false;mountain
46;46;0;0;land;false;mountain
47;47;0;0;land;false;mountain
48;48;0;0;land;false;mountain
49;49;0;0;land;false;hills
50;50;0;0;land;false;mountain
51;51;0;0;land;false;mountain
52;52;0;0;land;false;desert
53;53;0;0;land;false;desert
54;54;0;0;land;false;mountain
55;55;0;0;land;false;mountain
56;56;0;0;land;false;mountain
57;57;0;0;land;false;mountain
58;58;0;0;land;false;mountain
59;59;0;0;land;true;hills
60;60;0;0;land;true;hills
61;61;0;0;land;true;plains
62;62;0;0;land;false;hills
63;63;0;0;land;false;mountain
64;64;0;0;land;false;hills
65;65;0;0;land;false;hills
66;66;0;0;land;false;hills
67;67;0;0;land;false;hills
68;68;0;0;land;false;hills
69;69;0;0;land;false;plains
70;70;0;0;land;false;hills
71;71;0;0;land;false;desert
72;72;0;0;land;false;hills
73;73;0;0;land;false;hills
74;74;0;0;land;false;hills
75;75;0;0;land;false;plains
76;76;0;0;land;true;hills
77;77;0;0;land;true;plains
78;78;0;0;land;false;plains
79;79;0;0;land;true;plains
80;80;0;0;land;false;plains
81;81;0;0;land;false;plains
82;82;0;0;land;true;plains
83;83;0;0;land;false;plains
84;84;0;0;land;false;plains
85;85;0;0;land;false;plains
86;86;0;0;land;false;plains
87;87;0;0;land;false;plains
88;88;0;0;land;true;plains
89;89;0;0;land;false;hills
90;90;0;0;land;false;mountain
91;91;0;0;land;false;hills
92;92;0;0;land;false;mountain
93;93;0;0;land;false;hills
94;94;0;0;land;false;hills
95;95;0;0;land;false;plains
96;96;0;0;land;true;hills
97;97;0;0;land;false;plains
98;98;0;0;land;false;mountain
99;99;0;0;land;false;mountain
100;100;0;0;land;false;mountain
101;101;0;0;land;false;mountain
102;102;0;0;land;true;hills
103;103;0;0;land;true;hills
104;104;0;0;land;true;hills
105;105;0;0;land;false;desert
106;106;0;0;land;true;hills
107;107;0;0;land;true;hills
108;108;0;0;land;false;forest
109;109;0;0;land;true;forest
110;110;0;0;land;false;forest
111;111;0;0;land;true;forest
112;112;0;0;land;true;forest
113;113;0;0;land;false;forest
114;114;0;0;land;false;forest
